,team,player,position,to,hall_of_fame,all_pro,pro_bowl,starter,carAV,drAV,games,pass_comp,pass_att,pass_yards,pass_tds,pass_int,rush_att,rush_yards,rush_tds,receptions,rec_yards,rec_tds,interceptions,sacks,tackles
13516,SFO,Tank Carradine,DE,2019.0,False,0,0,0,6.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,56.0
13517,BUF,Robert Woods,WR,2020.0,False,0,0,8,50.0,15.0,116.0,0.0,0.0,0.0,0.0,0.0,66.0,461.0,4.0,525.0,6521.0,31.0,0.0,0.0,6.0
13518,OAK,Menelik Watson,OT,2017.0,False,0,0,2,9.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13519,TAM,Johnthan Banks,DB,2017.0,False,0,0,2,12.0,12.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,121.0
13520,CAR,Kawann Short,DT,2020.0,False,0,2,5,42.0,42.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,167.0
13521,ARI,Kevin Minter,LB,2020.0,False,0,0,3,29.0,23.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,229.0
13522,BUF,Kiko Alonso,LB,2019.0,False,0,0,4,33.0,9.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,369.0
13523,DAL,Gavin Escobar,TE,2017.0,False,0,0,0,2.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,333.0,8.0,0.0,0.0,5.0
13524,PIT,Le'Veon Bell,RB,2020.0,False,2,3,5,62.0,55.0,88.0,0.0,1.0,0.0,0.0,0.0,1556.0,6453.0,40.0,394.0,3259.0,8.0,0.0,0.0,0.0
13525,NYG,Johnathan Hankins,DT,2020.0,False,0,0,7,39.0,18.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,189.0
13526,CHI,Jonathan Bostic,LB,2020.0,False,0,0,5,32.0,5.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,325.0
13527,WAS,David Amerson,DB,2018.0,False,0,0,4,23.0,7.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,234.0
13528,NWE,Jamie Collins,LB,2020.0,False,0,1,7,60.0,42.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,435.0
13529,CIN,Margus Hunt,DE,2020.0,False,0,0,1,17.0,3.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,78.0
13530,MIA,Jamar Taylor,DB,2020.0,False,0,0,2,17.0,3.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,216.0
13531,SFO,Vance McDonald,TE,2020.0,False,0,0,6,14.0,5.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,181.0,2036.0,15.0,0.0,0.0,6.0
13532,BAL,Arthur Brown,LB,2016.0,False,0,0,0,2.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
13533,HOU,D.J. Swearinger,DB,2020.0,False,0,0,5,31.0,9.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,327.0
13534,DEN,Montee Ball,RB,2014.0,False,0,0,0,8.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,175.0,731.0,5.0,29.0,207.0,0.0,0.0,0.0,6.0
13535,NWE,Aaron Dobson,WR,2015.0,False,0,0,1,6.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,698.0,4.0,0.0,0.0,0.0
13536,ATL,Robert Alford,DB,2018.0,False,0,0,5,26.0,26.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,250.0
13537,GNB,Eddie Lacy,RB,2017.0,False,0,1,3,36.0,34.0,60.0,0.0,0.0,0.0,0.0,0.0,857.0,3614.0,23.0,107.0,947.0,6.0,0.0,0.0,0.0
13538,SEA,Christine Michael,RB,2018.0,False,0,0,1,9.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,256.0,1089.0,7.0,26.0,135.0,1.0,0.0,0.0,0.0
13539,KAN,Travis Kelce,TE,2020.0,False,3,6,7,69.0,69.0,111.0,1.0,3.0,4.0,0.0,1.0,4.0,6.0,1.0,612.0,7881.0,48.0,0.0,0.0,0.0
13540,JAX,Dwayne Gratz,DB,2016.0,False,0,0,1,10.0,10.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,91.0
13541,DET,Larry Warford,G,2019.0,False,0,3,7,49.0,22.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13542,OAK,Sio Moore,LB,2016.0,False,0,0,2,12.0,11.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,164.0
13543,PHI,Bennie Logan,DT,2018.0,False,0,0,5,33.0,22.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,161.0
13544,CLE,Leon McFadden,DB,2016.0,False,0,0,0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
13545,ARI,Tyrann Mathieu,DB,2020.0,False,3,2,7,50.0,22.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,9.0,464.0
13546,TEN,Blidi Wreh-Wilson,DB,2020.0,False,0,0,1,8.0,6.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,109.0
13547,STL,T.J. McDonald,DB,2018.0,False,0,0,6,29.0,22.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,312.0
13548,NYJ,Brian Winters,G,2020.0,False,0,0,6,31.0,25.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13549,TAM,Mike Glennon,QB,2020.0,False,0,0,1,13.0,11.0,34.0,599.0,980.0,6235.0,43.0,25.0,49.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13550,DAL,Terrance Williams,WR,2018.0,False,0,0,4,28.0,28.0,83.0,0.0,0.0,0.0,0.0,0.0,5.0,19.0,0.0,232.0,3377.0,20.0,0.0,0.0,0.0
13551,NOR,Terron Armstead,OT,2020.0,False,0,3,7,53.0,53.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13552,SDG,Keenan Allen,WR,2020.0,False,0,4,7,55.0,55.0,100.0,0.0,1.0,0.0,0.0,0.0,15.0,99.0,0.0,624.0,7397.0,42.0,1.0,0.0,2.0
13553,MIA,Dallas Thomas,OT,2016.0,False,0,0,1,11.0,11.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13554,BUF,Marquise Goodwin,WR,2019.0,False,0,0,3,18.0,5.0,75.0,0.0,0.0,0.0,0.0,0.0,15.0,89.0,0.0,140.0,2323.0,13.0,0.0,0.0,0.0
13555,PIT,Markus Wheaton,WR,2018.0,False,0,0,2,13.0,13.0,59.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,110.0,1559.0,8.0,0.0,0.0,6.0
13556,DAL,J.J. Wilcox,DB,2018.0,False,0,0,2,14.0,14.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,173.0
13557,NYG,Damontre Moore,DE,2020.0,False,0,0,0,5.0,4.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,69.0
13558,NOR,John Jenkins,DT,2020.0,False,0,0,1,14.0,10.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,94.0
13559,NWE,Logan Ryan,DB,2020.0,False,0,0,6,37.0,17.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,12.0,435.0
13560,CIN,Shawn Williams,DB,2020.0,False,0,0,4,25.0,25.0,119.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,0.0,0.0,0.0,0.0,12.0,3.0,305.0
13561,WAS,Jordan Reed,TE,2020.0,False,0,1,3,25.0,24.0,75.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,355.0,3602.0,28.0,0.0,0.0,0.0
13562,IND,Hugh Thornton,G,2015.0,False,0,0,3,15.0,15.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13563,SEA,Jordan Hill,DT,2016.0,False,0,0,0,6.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,31.0
13564,SFO,Corey Lemonier,DE,2016.0,False,0,0,0,3.0,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0
13566,DEN,Kayvon Webster,DB,2019.0,False,0,0,1,8.0,4.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,118.0
13567,NWE,Duron Harmon,DB,2020.0,False,0,0,1,19.0,15.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,191.0
13568,STL,Stedman Bailey,WR,2015.0,False,0,0,0,7.0,7.0,38.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,1.0,59.0,843.0,2.0,0.0,0.0,9.0
13569,MIA,Will Davis,DB,2016.0,False,0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0
13570,BAL,Brandon Williams,DT,2020.0,False,0,1,7,50.0,50.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,168.0
13571,HOU,Sam Montgomery,DE,2014.0,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13572,KAN,Knile Davis,RB,2016.0,False,0,0,0,10.0,10.0,57.0,0.0,0.0,0.0,0.0,0.0,250.0,805.0,11.0,34.0,271.0,1.0,0.0,0.0,1.0
13573,TEN,Zaviar Gooden,LB,2016.0,False,0,0,0,3.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0
13574,PHI,Matt Barkley,QB,2020.0,False,0,0,1,5.0,1.0,19.0,212.0,363.0,2699.0,11.0,22.0,23.0,-12.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
13575,KAN,Nico Johnson,LB,2015.0,False,0,0,0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
13576,TAM,Akeem Spence,DT,2020.0,False,0,0,4,23.0,9.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,123.0
13577,JAX,Ace Sanders,WR,2014.0,False,0,0,0,3.0,3.0,27.0,1.0,1.0,21.0,1.0,0.0,2.0,4.0,0.0,57.0,539.0,1.0,0.0,0.0,1.0
13578,NWE,Josh Boyce,WR,2014.0,False,0,0,0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,121.0,0.0,0.0,0.0,0.0
13579,ARI,Alex Okafor,DE,2020.0,False,0,0,5,27.0,12.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,140.0
13580,MIA,Jelani Jenkins,LB,2017.0,False,0,0,3,16.0,15.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,172.0
13581,BUF,Duke Williams,DB,2016.0,False,0,0,0,7.0,7.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,73.0
13582,MIA,Dion Sims,TE,2018.0,False,0,0,2,7.0,6.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,888.0,9.0,0.0,0.0,0.0
13583,TEN,Brian Schwenke,C,2018.0,False,0,0,2,11.0,11.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
13585,GNB,David Bakhtiari,OT,2020.0,False,2,3,8,84.0,84.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13586,NYG,Ryan Nassib,QB,2015.0,False,0,0,0,0.0,0.0,5.0,9.0,10.0,128.0,1.0,0.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13587,PIT,Shamarko Thomas,DB,2018.0,False,0,0,0,4.0,3.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
13589,STL,Barrett Jones,G,2014.0,False,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13590,DAL,B.W. Webb,DB,2019.0,False,0,0,2,13.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,142.0
13591,PIT,Landry Jones,QB,2017.0,False,0,0,0,4.0,4.0,19.0,108.0,169.0,1310.0,8.0,7.0,19.0,-19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13592,ARI,Earl Watford,G,2019.0,False,0,0,1,16.0,12.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13593,CHI,Khaseem Greene,LB,2014.0,False,0,0,0,3.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0
13594,CIN,Sean Porter,LB,2016.0,False,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13595,WAS,Phillip Thomas,DB,2014.0,False,0,0,0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
13596,MIN,Gerald Hodges,LB,2018.0,False,0,0,1,20.0,7.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,210.0
13597,IND,Khaled Holmes,C,2015.0,False,0,0,0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13598,GNB,J.C. Tretter,OT,2020.0,False,0,0,4,30.0,6.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13599,SEA,Chris Harper,WR,2014.0,False,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13600,HOU,Trevardo Williams,DE,2014.0,False,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
13601,GNB,Johnathan Franklin,RB,2013.0,False,0,0,0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,19.0,107.0,1.0,4.0,30.0,0.0,0.0,0.0,3.0
13602,TAM,William Gholston,DE,2020.0,False,0,0,6,31.0,31.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,204.0
13603,ATL,Malliciah Goodman,DE,2016.0,False,0,0,1,5.0,5.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,12.0
13604,SFO,Quinton Patton,WR,2016.0,False,0,0,1,7.0,7.0,40.0,0.0,0.0,0.0,0.0,0.0,3.0,51.0,0.0,73.0,880.0,1.0,0.0,0.0,2.0
13605,BAL,John Simon,DE,2020.0,False,0,0,4,34.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,180.0
13606,BAL,Kyle Juszczyk,RB,2020.0,False,0,5,7,15.0,5.0,122.0,0.0,0.0,0.0,0.0,0.0,42.0,157.0,3.0,199.0,1849.0,12.0,0.0,0.0,12.0
13607,SFO,Marcus Lattimore,RB,2014.0,False,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13608,DET,Devin Taylor,DE,2017.0,False,0,0,1,14.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,69.0
13609,ATL,Levine Toilolo,TE,2020.0,False,0,0,5,8.0,6.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1042.0,8.0,0.0,0.0,10.0
13610,KAN,Sanders Commings,DB,2014.0,False,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13611,JAX,Denard Robinson,WR,2016.0,False,0,0,1,8.0,8.0,55.0,0.0,2.0,0.0,0.0,0.0,263.0,1058.0,5.0,47.0,310.0,0.0,0.0,0.0,8.0
13612,PHI,Earl Wolff,DB,2014.0,False,0,0,0,4.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0
13614,SEA,Tharold Simon,DB,2016.0,False,0,0,0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
13615,IND,Montori Hughes,DT,2016.0,False,0,0,0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
13616,ARI,Stepfan Taylor,RB,2016.0,False,0,0,0,3.0,3.0,61.0,0.0,0.0,0.0,0.0,0.0,120.0,393.0,1.0,20.0,154.0,3.0,0.0,0.0,12.0
13617,NYJ,Oday Aboushi,OT,2020.0,False,0,0,2,14.0,3.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13618,TEN,Lavar Edwards,DE,2017.0,False,0,0,0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
13619,BUF,Jonathan Meeks,DB,2016.0,False,0,0,0,1.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
13620,NOR,Kenny Stills,WR,2020.0,False,0,0,5,34.0,13.0,117.0,1.0,1.0,3.0,1.0,0.0,4.0,8.0,0.0,310.0,4843.0,37.0,0.0,0.0,0.0
13621,SDG,Steve Williams,DB,2016.0,False,0,0,0,3.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,45.0
13622,DEN,Quanterus Smith,DE,2014.0,False,0,0,0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
13623,TAM,Steven Means,DE,2020.0,False,0,0,1,10.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,36.0
13624,CAR,A.J. Klein,LB,2020.0,False,0,0,5,34.0,10.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,278.0
13625,STL,Brandon McGee,DB,2015.0,False,0,0,0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
13627,DAL,Joseph Randle,RB,2015.0,False,0,0,0,7.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,181.0,822.0,9.0,22.0,170.0,0.0,0.0,0.0,9.0
13628,NYG,Cooper Taylor,DB,2015.0,False,0,0,0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
13629,ATL,Stansly Maponga,DE,2015.0,False,0,0,0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
13630,WAS,Chris Thompson,RB,2020.0,False,0,0,0,20.0,19.0,74.0,0.0,0.0,0.0,0.0,0.0,257.0,1214.0,5.0,232.0,1918.0,11.0,0.0,0.0,0.0
13632,CIN,Tanner Hawkinson,OT,2015.0,False,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13633,SFO,Quinton Dial,DE,2017.0,False,0,0,2,17.0,14.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,90.0
13634,SEA,Luke Willson,TE,2020.0,False,0,0,2,12.0,11.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1307.0,11.0,0.0,0.0,6.0
13635,GNB,Micah Hyde,DB,2020.0,False,0,1,6,40.0,14.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,388.0
13636,STL,Zac Stacy,RB,2015.0,False,0,0,1,11.0,10.0,35.0,0.0,0.0,0.0,0.0,0.0,357.0,1355.0,9.0,53.0,358.0,1.0,0.0,0.0,2.0
13637,DEN,Tavarres King,WR,2017.0,False,0,0,0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,22.0,303.0,3.0,0.0,0.0,0.0
13638,WAS,Brandon Jenkins,DE,2013.0,False,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13639,CHI,Jordan Mills,OT,2019.0,False,0,0,5,39.0,16.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13640,MIA,Mike Gillislee,RB,2018.0,False,0,0,0,11.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,274.0,1291.0,16.0,17.0,103.0,1.0,0.0,0.0,9.0
13643,GNB,Josh Boyd,DE,2015.0,False,0,0,0,4.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
13644,BAL,Ricky Wagner,OT,2020.0,False,0,0,6,46.0,23.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13645,JAX,Josh Evans,DB,2016.0,False,0,0,3,13.0,13.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,146.0
13646,KAN,Eric Kush,C,2020.0,False,0,0,0,8.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13647,DET,Corey Fuller,WR,2015.0,False,0,0,0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,288.0,1.0,0.0,0.0,5.0
13648,OAK,Nick Kasa,TE,2014.0,False,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0
13649,DEN,Vinston Painter,G,2017.0,False,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13655,SDG,Tourek Williams,DE,2016.0,False,0,0,0,4.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0
13656,SFO,Nick Moody,LB,2016.0,False,0,0,0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
13657,OAK,Latavius Murray,RB,2020.0,False,0,1,3,40.0,17.0,108.0,0.0,0.0,0.0,0.0,0.0,1191.0,4991.0,43.0,185.0,1294.0,2.0,0.0,0.0,3.0
13658,CAR,Kenjon Barner,RB,2020.0,False,0,0,0,4.0,0.0,73.0,1.0,1.0,3.0,0.0,0.0,100.0,416.0,3.0,28.0,152.0,0.0,0.0,0.0,2.0
13659,NOR,Rufus Johnson,DE,2015.0,False,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13660,OAK,Mychal Rivera,TE,2016.0,False,0,0,1,9.0,9.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,1413.0,10.0,0.0,0.0,2.0
13661,DAL,DeVonte Holloman,LB,2014.0,False,0,0,0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
13662,PIT,Justin Brown,WR,2014.0,False,0,0,0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,94.0,0.0,0.0,0.0,0.0
13663,ARI,Andre Ellington,RB,2017.0,False,0,0,1,18.0,17.0,65.0,0.0,0.0,0.0,0.0,0.0,418.0,1752.0,10.0,151.0,1368.0,3.0,0.0,0.0,1.0
13664,CHI,Cornelius Washington,LB,2017.0,False,0,0,0,4.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0
13665,TAM,Mike James,RB,2016.0,False,0,0,0,2.0,2.0,23.0,1.0,1.0,2.0,1.0,0.0,83.0,351.0,0.0,15.0,60.0,0.0,0.0,0.0,0.0
13666,CIN,Rex Burkhead,RB,2020.0,False,0,0,0,18.0,4.0,83.0,0.0,0.0,0.0,0.0,0.0,340.0,1401.0,14.0,130.0,1144.0,8.0,0.0,0.0,23.0
13667,WAS,Bacarri Rambo,DB,2016.0,False,0,0,1,8.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,105.0
