,team,player,position,to,hall_of_fame,all_pro,pro_bowl,starter,carAV,drAV,games,pass_comp,pass_att,pass_yards,pass_tds,pass_int,rush_att,rush_yards,rush_tds,receptions,rec_yards,rec_tds,interceptions,sacks,tackles
0,PIT,Terry Bradshaw,QB,1983.0,True,1,3,13,106.0,106.0,168.0,2025.0,3901.0,27989.0,212.0,210.0,444.0,2257.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0
1,GNB,Mike McCoy,DT,1980.0,False,0,0,7,44.0,41.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,213.0
2,CLE,Mike Phipps,QB,1981.0,False,0,0,5,40.0,32.0,119.0,886.0,1799.0,10506.0,55.0,108.0,254.0,1278.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
3,BOS,Phil Olsen,DT,1976.0,False,0,0,1,20.0,7.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,53.0
4,BUF,Al Cowlings,DE,1979.0,False,0,0,5,26.0,15.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,204.0
5,PHI,Steve Zabel,LB,1979.0,False,0,0,7,42.0,19.0,124.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,10.0,123.0,3.0,6.0,19.0,442.0
6,CIN,Mike Reid,DT,1974.0,False,1,2,5,36.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,166.0
7,STL,Larry Stegent,RB,1971.0,False,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0
8,SFO,Cedrick Hardman,DE,1981.0,False,0,2,9,54.0,52.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,353.0
9,NOR,Ken Burrough,WR,1981.0,False,0,2,9,66.0,1.0,156.0,0.0,3.0,0.0,0.0,0.0,17.0,63.0,1.0,421.0,7102.0,49.0,0.0,0.0,0.0
10,DEN,Bobby Anderson,RB,1975.0,False,0,0,2,20.0,20.0,54.0,8.0,17.0,168.0,1.0,0.0,314.0,1282.0,9.0,84.0,861.0,2.0,0.0,0.0,0.0
11,ATL,John Small,DT,1974.0,False,0,0,1,13.0,10.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,53.0
12,NYG,Jim Files,LB,1973.0,False,0,0,4,23.0,23.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,289.0
13,HOU,Doug Wilkerson,G,1984.0,False,1,3,14,103.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,SDG,Walker Gillette,WR,1976.0,False,0,0,4,21.0,2.0,91.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,153.0,2291.0,12.0,0.0,0.0,0.0
15,GNB,Rich McGeorge,TE,1978.0,False,0,0,7,23.0,23.0,116.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,175.0,2370.0,13.0,0.0,0.0,0.0
16,SFO,Bruce Taylor,DB,1977.0,False,0,1,8,56.0,56.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,483.0
17,BAL,Norm Bulaich,RB,1979.0,False,0,1,5,50.0,16.0,120.0,0.0,0.0,0.0,0.0,0.0,814.0,3362.0,30.0,224.0,1766.0,11.0,0.0,0.0,0.0
18,DET,Steve Owens,RB,1974.0,False,0,1,4,38.0,38.0,53.0,0.0,0.0,0.0,0.0,0.0,635.0,2451.0,20.0,99.0,861.0,2.0,0.0,0.0,0.0
19,NYJ,Steve Tannen,DB,1974.0,False,0,0,3,20.0,20.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,219.0
20,CLE,Bob McKay,OT,1978.0,False,0,0,5,34.0,25.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,RAM,Jack Reynolds,LB,1984.0,False,0,2,11,80.0,61.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,791.0
22,DAL,Duane Thomas,RB,1974.0,False,0,0,1,23.0,19.0,49.0,0.0,1.0,0.0,0.0,0.0,453.0,2038.0,21.0,38.0,297.0,3.0,0.0,0.0,0.0
23,OAK,Raymond Chester,TE,1981.0,False,0,4,10,53.0,29.0,172.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,364.0,5013.0,48.0,0.0,0.0,0.0
24,MIN,John Ward,G,1976.0,False,0,0,0,4.0,4.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
25,KAN,Sid Smith,C,1974.0,False,0,0,0,4.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0
26,DAL,Bob Asher,OT,1975.0,False,0,0,3,18.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,PIT,Ron Shanklin,WR,1976.0,False,0,1,5,36.0,36.0,72.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,168.0,3079.0,24.0,0.0,0.0,0.0
28,MIA,Jim Mandich,TE,1978.0,False,0,0,1,22.0,22.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1406.0,23.0,0.0,0.0,0.0
29,BUF,Dennis Shaw,QB,1975.0,False,0,0,3,19.0,19.0,50.0,489.0,924.0,6347.0,35.0,68.0,95.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,HOU,Lee Brooks,DT,1976.0,False,0,0,2,19.0,9.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,79.0
31,CIN,Ron Carpenter,DT,1976.0,False,0,0,6,41.0,41.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,206.0
33,PHI,Ray Jones,DB,1973.0,False,0,0,1,6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,111.0
34,RAM,Donnie Williams,WR,1970.0,False,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0
35,CLE,Joe Jones,DE,1980.0,False,0,0,5,36.0,26.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,204.0
36,DEN,Alden Roche,DE,1978.0,False,0,0,6,40.0,3.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,231.0
37,STL,Chuck Hutchison,G,1975.0,False,0,0,1,6.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,ATL,Art Malone,RB,1976.0,False,0,0,5,33.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,635.0,2457.0,19.0,161.0,1465.0,6.0,0.0,0.0,0.0
39,HOU,Bill Dusenbery,RB,1970.0,False,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,GNB,Al Matthews,DB,1977.0,False,0,0,6,39.0,35.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,368.0
41,SDG,Tom Williams,DT,1971.0,False,0,0,2,7.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,79.0
42,WAS,Bill Brundige,DT,1977.0,False,0,0,5,42.0,42.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,166.0
43,BAL,Jim Bailey,DT,1978.0,False,0,0,5,42.0,17.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,166.0
44,DET,Ray Parson,OT,1971.0,False,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,NYJ,Rich Caster,TE,1982.0,False,0,3,8,55.0,48.0,161.0,0.0,0.0,0.0,0.0,0.0,23.0,119.0,0.0,322.0,5515.0,45.0,0.0,0.0,0.0
46,CLE,Jerry Sherk,DT,1981.0,False,1,4,9,56.0,56.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,316.0
47,SFO,John Isenbarger,RB,1973.0,False,0,0,0,5.0,5.0,55.0,1.0,3.0,48.0,0.0,0.0,27.0,80.0,0.0,21.0,291.0,2.0,0.0,0.0,0.0
48,DAL,Margene Adkins,WR,1973.0,False,0,0,0,3.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,258.0,0.0,0.0,0.0,0.0
49,OAK,Ted Koy,TE,1974.0,False,0,0,0,1.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,11.0,142.0,1.0,0.0,0.0,0.0
50,MIN,Bill Cappleman,QB,1973.0,False,0,0,0,0.0,0.0,8.0,9.0,18.0,82.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,KAN,Clyde Werner,LB,1976.0,False,0,0,0,14.0,14.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
52,PIT,Mel Blount,DB,1983.0,True,2,5,14,122.0,122.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,9.0,845.0
53,CHI,George Farmer,WR,1975.0,False,0,0,4,21.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,119.0,1995.0,10.0,0.0,0.0,0.0
54,MIA,Tim Foley,DB,1980.0,False,0,1,8,62.0,62.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,483.0
55,BOS,Mike Ballou,LB,1970.0,False,0,0,0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,BUF,Jim Reilly,G,1971.0,False,0,0,1,5.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,STL,Charlie Pittman,RB,1971.0,False,0,0,0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,PHI,Lee Bouggess,RB,1973.0,False,0,0,2,12.0,12.0,32.0,0.0,1.0,0.0,0.0,0.0,271.0,697.0,5.0,78.0,589.0,3.0,0.0,0.0,0.0
61,NOR,Clovis Swinney,DT,1971.0,False,0,0,0,4.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,ATL,Andy Maurer,G,1977.0,False,0,0,8,51.0,26.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,ATL,Todd Snyder,WR,1972.0,False,0,0,1,3.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,330.0,2.0,0.0,0.0,0.0
65,DAL,Charlie Waters,DB,1981.0,False,0,3,9,78.0,78.0,160.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,41.0,3.0,474.0
66,BUF,Glenn Alexander,WR,1970.0,False,0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.0,0.0,0.0,0.0
67,GNB,Jim Carter,LB,1978.0,False,0,1,7,49.0,49.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,442.0
69,BAL,Jim O'Brien,WR,1973.0,False,0,0,1,10.0,9.0,52.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,14.0,305.0,2.0,0.0,0.0,0.0
70,DET,Jim Mitchell,DE,1977.0,False,0,0,6,36.0,36.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,231.0
71,NYJ,Dennis Onkotz,LB,1970.0,False,0,0,0,3.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,DAL,Steve Kiner,LB,1978.0,False,0,0,7,47.0,3.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,10.0,19.0,442.0
73,BAL,Ara Person,TE,1972.0,False,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,OAK,Gerald Irons,LB,1979.0,False,0,0,7,54.0,36.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,442.0
77,KAN,David Hadley,DB,1971.0,False,0,0,0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,CHI,Lynn Larson,OT,1971.0,False,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,PIT,Ed George,OT,1978.0,False,0,0,2,14.0,11.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,MIA,Curtis Johnson,DB,1978.0,False,0,0,9,62.0,62.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,474.0
81,BUF,Jerry Gantt,OT,1970.0,False,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,BOS,Eddie Ray,RB,1976.0,False,0,0,0,9.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,181.0,691.0,9.0,33.0,275.0,2.0,0.0,0.0,0.0
85,STL,Greg Lens,DT,1971.0,False,0,0,1,7.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,53.0
86,SFO,Vic Washington,RB,1976.0,False,0,1,4,31.0,26.0,67.0,0.0,0.0,0.0,0.0,0.0,588.0,2208.0,16.0,130.0,1090.0,5.0,0.0,0.0,0.0
87,NOR,Delles Howell,DB,1975.0,False,0,0,4,25.0,14.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,265.0
88,DEN,Jerry Hendren,WR,1970.0,False,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,STL,Don Parish,LB,1972.0,False,0,0,1,10.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,92.0
92,GNB,Ken Ellis,DB,1979.0,False,1,2,6,64.0,64.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,368.0
96,NYG,Wes Grant,DE,1973.0,False,0,0,0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,NYJ,John Ebersole,LB,1977.0,False,0,0,5,32.0,32.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,340.0
98,CLE,Ricky Stevenson,DB,1970.0,False,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,CHI,Ross Brupbacher,LB,1976.0,False,0,0,3,28.0,28.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,210.0
100,DAL,John Fitzgerald,C,1980.0,False,0,0,8,63.0,63.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,OAK,Tony Cline,DE,1977.0,False,0,0,4,33.0,31.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,3.0,28.0,159.0
102,WAS,Paul Laaveg,G,1975.0,False,0,0,3,34.0,34.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,CIN,Billie Hayes,DB,1972.0,False,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,PIT,Jon Staggers,WR,1975.0,False,0,0,2,18.0,2.0,70.0,0.0,1.0,0.0,0.0,0.0,8.0,56.0,1.0,93.0,1380.0,7.0,0.0,0.0,0.0
107,NYJ,Cliff McClain,RB,1973.0,False,0,0,0,6.0,6.0,46.0,0.0,1.0,0.0,0.0,0.0,79.0,445.0,2.0,13.0,151.0,0.0,0.0,0.0,0.0
109,HOU,Ron Saul,G,1981.0,False,0,0,7,48.0,14.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,WAS,Manny Sistrunk,DT,1979.0,False,0,0,4,38.0,15.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,139.0
114,DEN,Bill McKoy,LB,1974.0,False,0,0,0,12.0,9.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,ATL,Ken Mendenhall,C,1980.0,False,0,0,8,59.0,33.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,WAS,Danny Pierce,RB,1970.0,False,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
121,BAL,Billy Newsome,DE,1977.0,False,0,0,6,45.0,21.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,231.0
123,NYJ,Gary Arthur,TE,1971.0,False,0,0,0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0
124,CLE,Steve Engel,RB,1970.0,False,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,NOR,Steve Ramsey,QB,1976.0,False,0,0,2,23.0,0.0,54.0,456.0,921.0,6437.0,35.0,58.0,33.0,108.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
127,OAK,Art Laster,OT,1970.0,False,0,0,0,3.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,MIN,Greg Jones,RB,1971.0,False,0,0,0,3.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,47.0,166.0,1.0,24.0,202.0,1.0,0.0,0.0,0.0
129,KAN,Mike Oriard,C,1973.0,False,0,0,0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,CIN,Sandy Durko,DB,1974.0,False,0,0,2,15.0,7.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,7.0,3.0,175.0
138,CHI,Jeff Curchin,OT,1972.0,False,0,0,0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,DEN,John Mosier,TE,1972.0,False,0,0,0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,4.0,89.0,0.0,0.0,0.0,0.0
142,ATL,Mack Herron,RB,1975.0,False,0,0,1,23.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,354.0,1298.0,9.0,61.0,789.0,6.0,0.0,0.0,0.0
143,HOU,Benny Johnson,DB,1976.0,False,0,0,1,6.0,6.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,111.0
144,GNB,Ervin Hunt,DB,1970.0,False,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,SDG,Billy Parks,WR,1975.0,False,0,0,3,20.0,8.0,60.0,0.0,0.0,0.0,0.0,0.0,5.0,77.0,0.0,123.0,1826.0,7.0,0.0,0.0,0.0
147,BAL,Ron Gardin,DB,1971.0,False,0,0,0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,ATL,Randy Marshall,DE,1971.0,False,0,0,0,4.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,DAL,Pat Toomay,DE,1979.0,False,0,0,5,40.0,27.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,204.0
153,OAK,Alvin Wyatt,DB,1973.0,False,0,0,1,12.0,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,111.0
155,KAN,Bob Hews,OT,1971.0,False,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,MIA,Jake Scott,DB,1978.0,False,2,5,9,101.0,78.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.0,474.0
159,BOS,Odell Lawson,RB,1974.0,False,0,0,0,2.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,70.0,130.0,0.0,13.0,108.0,0.0,0.0,0.0,0.0
160,BUF,Wayne Fowler,C,1970.0,False,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,RAM,Ted Provost,DB,1971.0,False,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,CIN,Lemar Parrish,DB,1982.0,False,1,8,12,101.0,68.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,5.0,790.0
163,STL,Jim McFarland,TE,1975.0,False,0,0,0,1.0,1.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,64.0,2.0,0.0,0.0,0.0
164,SFO,Jim Strong,RB,1972.0,False,0,0,1,7.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,134.0,527.0,3.0,30.0,201.0,0.0,0.0,0.0,0.0
166,DEN,Randy Montgomery,DB,1974.0,False,0,0,1,6.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,111.0
167,RAM,Bill Nelson,DT,1975.0,False,0,0,0,16.0,16.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,GNB,Cleo Walker,LB,1971.0,False,0,0,0,6.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,DET,Ken Geddes,LB,1978.0,False,0,0,5,37.0,27.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,340.0
176,CLE,Craig Wycinsky,G,1972.0,False,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,WAS,Jim Harris,DB,1971.0,False,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,MIN,Hap Farber,LB,1970.0,False,0,0,0,4.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,KAN,Clyde Glosson,WR,1970.0,False,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0
183,PIT,Dave Smith,WR,1973.0,False,0,0,3,15.0,13.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,0.0,109.0,1457.0,7.0,0.0,0.0,0.0
185,BUF,Richard Cheek,G,1970.0,False,0,0,1,5.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,NYJ,Jack Porter,C,1971.0,False,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,STL,Tom Banks,C,1980.0,False,1,4,8,66.0,66.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,PHI,Ira Gordon,G,1975.0,False,0,0,2,14.0,11.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,SFO,Carter Campbell,DE,1973.0,False,0,0,1,11.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,63.0
191,NOR,Larry Estes,DE,1976.0,False,0,0,0,9.0,5.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,KAN,Fred Barry,DB,1970.0,False,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,SDG,Wayne Clark,QB,1975.0,False,0,0,0,2.0,2.0,40.0,52.0,120.0,745.0,0.0,14.0,16.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
201,NYJ,Mark Lomas,DE,1974.0,False,0,0,5,27.0,27.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,204.0
